ticker,raw_score,rs_percentile,rs_below_ma,rs_days_below_ma,rs_frac_below_ma,rs_pct_off_high
A,0.04043582105172738,67,0,0,0.2,0.1711
AA,-0.29561519192131525,8,1,14,0.7,0.3698
AACB,-0.039925953351358394,44,1,2,0.45,0.1437
AACBU,-0.05228043536969149,37,1,2,0.7,0.1588
AACG,-0.12299871445102599,25,1,24,1.0,0.2386
AAL,0.4040244070058469,94,0,0,0.1,0.0129
AAME,-0.32683452289314774,6,1,41,1.0,0.4991
AAMI,0.05180179164827446,69,1,8,0.4,0.1443
AAOI,0.05887394972925594,71,1,10,0.65,
AAON,0.17032902876661654,85,1,3,0.5,0.1373
AAP,0.048067247679329975,68,0,0,0.15,0.0356
AAPG,-0.2226120149644571,12,1,50,1.0,0.437
AAPL,-0.02733965370049413,50,1,15,0.75,0.0725
AARD,0.3014428260844928,92,0,0,0.65,
AAT,0.13057130302614284,82,0,0,0.0,0.0428
AAUC,-0.20399691259107677,14,1,9,0.95,0.3512
AB,-0.10160659549244697,28,1,13,0.95,0.2151
ABAT,-0.15432638971837928,20,1,12,0.75,0.5099
ABBV,0.13882395843712042,83,0,0,0.15,0.0304
ABCB,0.04790382676129659,68,0,0,0.15,0.0296
ABCL,0.683852792503424,97,0,0,0.25,0.0407
ABEO,0.1265511033307486,81,0,0,0.35,0.0039
ABEV,-0.0021454452582034406,57,1,1,0.55,0.1074
ABG,-0.004400508849315199,56,0,0,0.2,0.2765
ABLV,0.3422442671226769,93,0,0,0.0,0.0311
ABM,0.08784604118848872,76,0,0,0.15,0.1462
ABNB,0.02780318765550148,64,0,0,0.4,0.0592
ABOS,0.052164401310449804,69,0,0,0.65,0.2876
ABR,-0.20909794862770054,14,1,2,0.95,0.4038
ABSI,1.3891496781574921,99,0,0,0.0,0.0
ABT,-0.040106521276724844,44,1,1,0.4,0.3382
ABTC,-0.39449748574980087,4,1,37,1.0,0.6912
ABTS,-0.008643531206094082,55,1,16,0.8,
ABUS,0.05079941264265499,69,0,0,0.5,0.0965
ABVC,0.3206721948884686,92,0,0,0.1,0.3841
ABVX,0.09381469453640982,77,0,0,0.95,0.0935
ABX,0.16051748475335126,85,0,0,0.3,0.063
ACA,0.18474938437739002,86,0,0,0.2,0.0185
ACAD,0.11862907904721375,80,0,0,0.4,0.156
